filepath,series,title,number,summary,year,month,writer,artist,publisher,format
The Amazing Spider-Man Masterworks/Volume #12.cbz,The Amazing Spider-Man Masterworks,Volume #12,12,The Amazing Spider-Man (1963) #110-120,2019,,"Stan Lee, Gerry Conway","John Romita, Gil Kane, Jim Starlin, Paul Reinman",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #13.cbz,The Amazing Spider-Man Masterworks,Volume #13,13,The Amazing Spider-Man (1963) #121-131,2015,,Gerry Conway,"Gil Kane, Ross Andru, John Romita",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #14.cbz,The Amazing Spider-Man Masterworks,Volume #14,14,The Amazing Spider-Man (1963) #132-142 & Giant-Size Super-Heroes (1974) #1,2019,,Gerry Conway,"Ross Andru, John Romita, Paul Reinman, Gil Kane",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #15.cbz,The Amazing Spider-Man Masterworks,Volume #15,15,The Amazing Spider-Man (1963) #143-155,2015,,"Gerry Conway, Len Wein, Archie Goodwin","Ross Andru, Gil Kane, Sal Buscema",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #16.cbz,The Amazing Spider-Man Masterworks,Volume #16,16,"The Amazing Spider-Man (1963) #156-168, Annual #10",2020,,"Len Wein, Bill Mantlo","Ross Andru, Gil Kane",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #17.cbz,The Amazing Spider-Man Masterworks,Volume #17,17,"The Amazing Spider-Man (1963) #169-180, Annual #11 & Nova (1976) #12",2015,,"Len Wein, Bill Mantlo, Archie Goodwin, Scott Edelman, Marv Wolfman","Ross Andru, Don Perlin, John Romita Jr., Sal Buscema",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #18.cbz,The Amazing Spider-Man Masterworks,Volume #18,18,"The Amazing Spider-Man (1963) #181-192, Annual #12",2016,,"Marv Wolfman, Bill Mantlo, Jim Starlin","Ross Andru, Keith Pollard, Sal Buscema, Jim Starlin, John Byrne",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #19.cbz,The Amazing Spider-Man Masterworks,Volume #19,19,"The Amazing Spider-Man (1963) #193-202, Annual #13 & The Spectacular Spider-Man (1968) Annual #1",2017,,"Marv Wolfman, Bill Mantlo","Keith Pollard, Al Milgrom, Sal Buscema, John Byrne, Rich Buckler",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #20.cbz,The Amazing Spider-Man Masterworks,Volume #20,20,"The Amazing Spider-Man (1963) #203-212, Annual #14",2018,,"Dennis O’Neil, Marv Wolfman, David Michelinie, Roger Stern, Jim Shooter, Mark Gruenwald","John Romita Jr., Keith Pollard, Frank Miller, John Byrne, Jim Mooney, Alan Weiss",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #21.cbz,The Amazing Spider-Man Masterworks,Volume #21,21,"The Amazing Spider-Man (1963) #213-223, Annual #15",2019,,"Dennis O'Neil, Michael Fleisher, Mike W. Barr, Bill Mantlo, J.M. DeMatteis, Mark Gruenwald, Roger Stern","John Romita Jr., Frank Miller, Luke McDonald, Bob McLeod, Win Mortimer, Alan Kupperberg, Bob Hall, Mark Gruenwald, Marie Severin, Keith Pollard, Greg LaRocque",Marvel,Comic
The Amazing Spider-Man Masterworks/Volume #22.cbz,The Amazing Spider-Man Masterworks,Volume #22,22,"The Amazing Spider-Man (1963) #224-237, Annual #16",2020,,"Roger Stern, Jim Strnad, Bill Mantlo","John Romita Jr., Rick Leonardi, Bob Hall",Marvel,Comic
The Complete Carl Barks Disney Library/Volume #05 - Christmas on Bear Mountain.cbz,The Complete Carl Barks Disney Library,Christmas on Bear Mountain,5,,2013,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #06 - The Old Castle's Secret.cbz,The Complete Carl Barks Disney Library,The Old Castle's Secret,6,,2013,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #07 - Lost in the Andes.cbz,The Complete Carl Barks Disney Library,Lost in the Andes,7,,2011,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #08 - Trail of the Unicorn.cbz,The Complete Carl Barks Disney Library,Trail of the Unicorn,8,,2014,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #09 - The Pixilated Parrot.cbz,The Complete Carl Barks Disney Library,The Pixilated Parrot,9,,2015,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #10 - Terror of the Beagle Boys.cbz,The Complete Carl Barks Disney Library,Terror of the Beagle Boys,10,,2016,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #11 - A Christmas for Shacktown.cbz,The Complete Carl Barks Disney Library,A Christmas for Shacktown,11,,2012,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #12 - Only a Poor Old Man.cbz,The Complete Carl Barks Disney Library,Only a Poor Old Man,12,,2012,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #13 - Trick or Treat.cbz,The Complete Carl Barks Disney Library,Trick or Treat,13,,2015,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #14 - The Seven Cities of Gold.cbz,The Complete Carl Barks Disney Library,The Seven Cities of Gold,14,,2014,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #15 - The Ghost Sheriff of Last Gasp.cbz,The Complete Carl Barks Disney Library,The Ghost Sheriff of Last Gasp,15,,2016,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #16 - The Lost Crown of Genghis Khan.cbz,The Complete Carl Barks Disney Library,The Lost Crown of Genghis Khan,16,,2017,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #17 - Secret of Hondorica.cbz,The Complete Carl Barks Disney Library,Secret of Hondorica,17,,2017,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #18 - The Lost Peg Leg Mine.cbz,The Complete Carl Barks Disney Library,The Lost Peg Leg Mine,18,,2018,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #19 - The Black Pearls of Tabu Yama.cbz,The Complete Carl Barks Disney Library,The Black Pearls of Tabu Yama,19,,2018,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #20 - The Mines of King Solomon.cbz,The Complete Carl Barks Disney Library,The Mines of King Solomon,20,,2019,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #21 - Christmas in Duckburg.cbz,The Complete Carl Barks Disney Library,Christmas in Duckburg,21,,2019,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #22 - The Twenty-four Carat Moon.cbz,The Complete Carl Barks Disney Library,The Twenty-four Carat Moon,22,,2020,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #23 - Under the Polar Ice.cbz,The Complete Carl Barks Disney Library,Under the Polar Ice,23,,2020,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Complete Carl Barks Disney Library/Volume #24 - Island in the Sky.cbz,The Complete Carl Barks Disney Library,Island in the Sky,24,,2021,,Carl Barks,Carl Barks,Fantagraphics,Hardcover
The Don Rosa Library/Volume #01 - The Son of the Sun.cbz,The Don Rosa Library,The Son of the Sun,1,,2014,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #02 - Return to Plain Awful.cbz,The Don Rosa Library,Return to Plain Awful,2,,2014,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #03 - Treasure Under Glass.cbz,The Don Rosa Library,Treasure Under Glass,3,,2015,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #04 - The Last of the Clan McDuck.cbz,The Don Rosa Library,The Last of the Clan McDuck,4,,2015,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #05 - The Richest Duck in the World.cbz,The Don Rosa Library,The Richest Duck in the World,5,,2016,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #06 - The Universal Solvent.cbz,The Don Rosa Library,The Universal Solvent,6,,2016,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #07 - The Treasure of the Ten Avatars.cbz,The Don Rosa Library,The Treasure of the Ten Avatars,7,,2017,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #08 - Escape from Forbidden Valley.cbz,The Don Rosa Library,Escape from Forbidden Valley,8,,2017,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #09 - The Three Caballeros Ride Again!.cbz,The Don Rosa Library,The Three Caballeros Ride Again!,9,,2018,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Don Rosa Library/Volume #10 - The Old Castle's Other Secret.cbz,The Don Rosa Library,The Old Castle's Other Secret,10,,2018,,Don Rosa,Don Rosa,Fantagraphics,Hardcover
The Expanse (2021)/Volume #01.cbz,The Expanse (2021),Volume #01,1,The Expanse (2021) #1-4,2021,,Corinna Bechko,Alejandro Aragon,Boom,Trade Paperback
The Expanse- Origins (2020)/Volume #01.cbz,The Expanse: Origins (2020),Volume #01,1,,2020,,"Hallie Lambert, Georgia Lee",Huang Danlan,Boom,Trade Paperback
The Floyd Gottfredson Library - Color Sundays/Volume #01 - Call of the Wild.cbz,The Floyd Gottfredson Library - Color Sundays,Call of the Wild,1,,2013,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library - Color Sundays/Volume #02 - Robin Hood Rides Again.cbz,The Floyd Gottfredson Library - Color Sundays,Robin Hood Rides Again,2,,2013,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #01 - Race to Death Valley.cbz,The Floyd Gottfredson Library,Race to Death Valley,1,,2011,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #02 - Trapped on Treasure Island.cbz,The Floyd Gottfredson Library,Trapped on Treasure Island,2,,2011,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #03 - High Noon at Inferno Gulch.cbz,The Floyd Gottfredson Library,High Noon at Inferno Gulch,3,,2012,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #04 - House of the Seven Haunts!.cbz,The Floyd Gottfredson Library,House of the Seven Haunts!,4,,2012,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #05 - Outwits the Phantom Blot.cbz,The Floyd Gottfredson Library,Outwits the Phantom Blot,5,,2014,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #06 - Lost in Lands of Long Ago.cbz,The Floyd Gottfredson Library,Lost in Lands of Long Ago,6,,2014,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #07 - March of the Zombies.cbz,The Floyd Gottfredson Library,March of the Zombies,7,,2015,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #08 - The Tomorrow Wars.cbz,The Floyd Gottfredson Library,The Tomorrow Wars,8,,2015,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #09 - Rise of the Rhyming Man.cbz,The Floyd Gottfredson Library,Rise of the Rhyming Man,9,,2016,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #10 - Planet of Faceless Foes.cbz,The Floyd Gottfredson Library,Planet of Faceless Foes,10,,2016,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #11 - Mickey vs. Mickey.cbz,The Floyd Gottfredson Library,Mickey vs. Mickey,11,,2017,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Floyd Gottfredson Library/Volume #12 - The Mysterious Dr. X.cbz,The Floyd Gottfredson Library,The Mysterious Dr. X,12,,2018,,Floyd Gottfredson,Floyd Gottfredson,Fantagraphics,Hardcover
The Last of Us- American Dreams (2013)/The Last of Us- American Dreams (2013) #01.cbz,The Last of Us: American Dreams (2013),Part 1,1,,2013,4,"Neil Druckmann, Faith Erin Hicks",Faith Erin Hicks,Dark Horse,Comic
The Last of Us- American Dreams (2013)/The Last of Us- American Dreams (2013) #02.cbz,The Last of Us: American Dreams (2013),Part 2,2,,2013,5,"Neil Druckmann, Faith Erin Hicks",Faith Erin Hicks,Dark Horse,Comic
The Last of Us- American Dreams (2013)/The Last of Us- American Dreams (2013) #03.cbz,The Last of Us: American Dreams (2013),Part 3,3,,2013,6,"Neil Druckmann, Faith Erin Hicks",Faith Erin Hicks,Dark Horse,Comic
The Last of Us- American Dreams (2013)/The Last of Us- American Dreams (2013) #04.cbz,The Last of Us: American Dreams (2013),Part 4,4,,2013,7,"Neil Druckmann, Faith Erin Hicks",Faith Erin Hicks,Dark Horse,Comic
The True Lives of the Fabulous Killjoys- California (2013)/Volume #01.cbz,The True Lives of the Fabulous Killjoys: California (2013),Volume #01,1,The True Lives of the Fabulous Killjoys: California (2013) #1-6,2014,5,"Gerard Way, Shaun Simon",Becky Cloonan,Dark Horse,Trade Paperback
The Umbrella Academy/Volume #01 - Apocalypse Suite.cbz,The Umbrella Academy,Apocalypse Suite,1,The Umbrella Academy: Apocalypse Suite (2008) #1-6,2008,,Gerard Way,Gabriel Bá,Dark Horse,Trade Paperback
The Umbrella Academy/Volume #02 - Dallas.cbz,The Umbrella Academy,Dallas,2,The Umbrella Academy: Dallas (2008) #1-6,2009,,Gerard Way,Gabriel Bá,Dark Horse,Trade Paperback
The Umbrella Academy/Volume #03 - Hotel Oblivion.cbz,The Umbrella Academy,Hotel Oblivion,3,The Umbrella Academy: Hotel Oblivion (2019) #1-7,2019,,Gerard Way,Gabriel Bá,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #01.cbz,The Usagi Yojimbo Saga,Volume #01,1,Usagi Yojimbo Volume Two #1-16 & Usagi Yojimbo Volume Three #1-6,2021,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #02.cbz,The Usagi Yojimbo Saga,Volume #02,2,Usagi Yojimbo Volume Three #17-30 & Usagi Yojimbo Color Special #4,2021,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #03.cbz,The Usagi Yojimbo Saga,Volume #03,3,Usagi Yojimbo Volume Three #31-52,2021,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #04.cbz,The Usagi Yojimbo Saga,Volume #04,4,Usagi Yojimbo Volume Three #53-75,2022,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #05.cbz,The Usagi Yojimbo Saga,Volume #05,5,Usagi Yojimbo Volume Three #76-94,2022,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #06.cbz,The Usagi Yojimbo Saga,Volume #06,6,Usagi Yojimbo Volume Three #95-116,2022,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #07.cbz,The Usagi Yojimbo Saga,Volume #07,7,Usagi Yojimbo Volume Three #117-138,2023,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #08.cbz,The Usagi Yojimbo Saga,Volume #08,8,Usagi Yojimbo Volume Three #139-158,2023,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
The Usagi Yojimbo Saga/Volume #09 - Legends.cbz,The Usagi Yojimbo Saga,Legends,9,,2024,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
Tomb Raider (2016)/Tomb Raider (2016) #01.cbz,Tomb Raider (2016),Spore Part 1,1,,2016,2,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #02.cbz,Tomb Raider (2016),Spore Part 2,2,,2016,3,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #03.cbz,Tomb Raider (2016),Spore Part 3,3,,2016,4,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #04.cbz,Tomb Raider (2016),Spore Part 4,4,,2016,5,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #05.cbz,Tomb Raider (2016),Spore Part 5,5,,2016,6,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #06.cbz,Tomb Raider (2016),Spore Part 6,6,,2016,7,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #07.cbz,Tomb Raider (2016),Choice and Sacrifice Part 1,7,,2016,8,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #08.cbz,Tomb Raider (2016),Choice and Sacrifice Part 2,8,,2016,9,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #09.cbz,Tomb Raider (2016),Choice and Sacrifice Part 3,9,,2016,10,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #10.cbz,Tomb Raider (2016),Choice and Sacrifice Part 4,10,,2016,11,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #11.cbz,Tomb Raider (2016),Choice and Sacrifice Part 5,11,,2016,12,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider (2016)/Tomb Raider (2016) #12.cbz,Tomb Raider (2016),Choice and Sacrifice Part 6,12,,2017,1,Mariko Tamaki,Phillip Sevy,Dark Horse,Comic
Tomb Raider- Inferno (2018)/Tomb Raider- Inferno (2018) #01.cbz,Tomb Raider: Inferno (2018),Part 1,1,,2018,6,"Jackson Lanzing, Collin Kelly",Phillip Sevy,Dark Horse,Comic
Tomb Raider- Inferno (2018)/Tomb Raider- Inferno (2018) #02.cbz,Tomb Raider: Inferno (2018),Part 2,2,,2018,7,"Jackson Lanzing, Collin Kelly",Phillip Sevy,Dark Horse,Comic
Tomb Raider- Inferno (2018)/Tomb Raider- Inferno (2018) #03.cbz,Tomb Raider: Inferno (2018),Part 3,3,,2018,8,"Jackson Lanzing, Collin Kelly",Phillip Sevy,Dark Horse,Comic
Tomb Raider- Inferno (2018)/Tomb Raider- Inferno (2018) #04.cbz,Tomb Raider: Inferno (2018),Part 4,4,,2018,10,"Jackson Lanzing, Collin Kelly",Phillip Sevy,Dark Horse,Comic
Tomb Raider- Survivor's Crusade (2017)/Volume #01.cbz,Tomb Raider: Survivor's Crusade (2017),Volume #01,1,Tomb Raider: Survivor’s Crusade (2017) #1-4,2018,8,"Jackson Lanzing, Collin Kelly",Ashley A. Woods,Dark Horse,Trade Paperback
Toy Story Adventures/Volume #01.cbz,Toy Story Adventures,Volume #01,1,,2019,4,Various,Various,Dark Horse,Trade Paperback
Toy Story Adventures/Volume #02.cbz,Toy Story Adventures,Volume #02,2,,2019,9,Various,Various,Dark Horse,Trade Paperback
Usagi Yojimbo/Volume #32 - Mysteries.cbz,Usagi Yojimbo,Mysteries,32,Usagi Yojimbo Volume Three #159-165,2018,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
Usagi Yojimbo/Volume #33 - The Hidden.cbz,Usagi Yojimbo,The Hidden,33,Usagi Yojimbo Volume Three #166-172 & Usagi Yojimbo: The Hidden #1-7,2019,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
Usagi Yojimbo/Volume #39 - Ice and Snow.cbz,Usagi Yojimbo,Ice and Snow,39,Usagi Yojimbo: Ice and Snow #1-5,2024,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
Usagi Yojimbo/Volume #40 - The Crow.cbz,Usagi Yojimbo,The Crow,40,Usagi Yojimbo: The Crow #1-5,2025,,Stan Sakai,Stan Sakai,Dark Horse,Trade Paperback
War for the Planet of the Apes (2017)/War for the Planet of the Apes (2017) #01.cbz,War for the Planet of the Apes (2017),Part 1,1,,2017,7,David F. Walker,Jonas Scharf,Boom,Comic
War for the Planet of the Apes (2017)/War for the Planet of the Apes (2017) #02.cbz,War for the Planet of the Apes (2017),Part 2,2,,2017,8,David F. Walker,Jonas Scharf,Boom,Comic
War for the Planet of the Apes (2017)/War for the Planet of the Apes (2017) #03.cbz,War for the Planet of the Apes (2017),Part 3,3,,2017,9,David F. Walker,Jonas Scharf,Boom,Comic
War for the Planet of the Apes (2017)/War for the Planet of the Apes (2017) #04.cbz,War for the Planet of the Apes (2017),Part 4,4,,2017,10,David F. Walker,Jonas Scharf,Boom,Comic
Watchmen (1986)/Volume #01.cbz,Watchmen (1986),Volume #01,1,Watchmen (1986) #1-12,2005,,Alan Moore,Dave Gibbons,DC,Hardcover
We Only Find Them When They're Dead (2021)/Volume #01 - The Seeker.cbz,We Only Find Them When They're Dead (2021),The Seeker,1,We Only Find Them When They’re Dead (2021) #1-5,2021,,Al Ewing,Simone Di Meo,Boom,Trade Paperback